reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime
ARJOESC9F8LFF,B000074RL3,MishMash31,"[0, 0]","I have 40/38 DD size breasts but I love to run. :-( THis bra has been my go to bra when running, doing HIIT and Turbo Fire. I've tried other bras such as the Panache and to double bra other bras but nothing compares. My ONLY gripe is that it's not adjustable and at 64 bucks a bra that sucks especially if you're losing weight because you'll have to spend more money on a smaller bra. Get this bra if you're looking for maximum support. I'm actually going to buy another one because I don't want to have only one.",5,This bra is where it's(support) at!,1400976000,"05 25, 2014"
A1V4GGDRXP33TR,B000074RL3,"Morgaine Bergman ""Three First Parts to Unders...","[0, 0]","This bra does what it claims it will do--it provides firm support even for plus sized women, and the support doesn't go away after washing.  I just wish it weren't so shiny.  It's not terribly attractive, just functional, but the straps will show with most clothing, so you may want a lacy camisole over this.  Unless they can change the shininess without reducing the support, I'll live with it 'as is'.  A great bra in terms of function!",5,The Iron Maiden,1370217600,"06 3, 2013"
A3BHZ8P7G3NCW9,B000074RL3,"N ""N""","[0, 0]","I bought the size that fits 34DD and I feel so constricted in this thing! It's not comfortable to run in for me. I feel like I can't draw enough breath. However, it does hold my top in place, so I don't move at all.",2,Too Constricting,1372550400,"06 30, 2013"
A27P22K84E0A5X,B000074RL3,"P. Everett ""elderlycaregiver""","[2, 4]","again, i bought this based on a recommendation of a friend, i absolutely hated the fabric it was a cheezy almost las vegas type shiny fabric, ugh also the straps were too short. i couldnt fit it right. did not like the front closure either,, you need a whole day just to get the thing on!dumb design in my eyes, i sent it back,",1,"too tight, too constricting. didnt fit right.",1363824000,"03 21, 2013"
A2KOF5RHD7GDRA,B000074RL3,Phantom-Rose,"[0, 0]","Pros: no bounce, very supportive, holds everything in & even does some minimizing.The big con is their goofy sizing. I ordered according to the measuring system the company uses, which put me right in the middle of the #2 range. It turned out to be too small in the cups, especially. I experienced the same ass everyone else in that the band is waaaaay tight! It gave me head & neck aches wearing it the first few times, though I did not mind the extra back support. I read that this bra is supposed to be extra tight so I just accepted that. But I can't accept boob spillage out the sides & squishing them together in the middle. I love this bra, I love the idea behind what it's supposed to do. I guess I just need to do some re-sizing, maybe up one or two sizes & see how that goes. I really want to love this bra!",3,Enell Sports Bra,1373328000,"07 9, 2013"
A226GHE8L0AVRB,B000074RL3,R. Pylman,"[1, 1]","I bought this as a valentine's day present for my partner, and we're both quite impressed with it.  The seams are tough, the fabric is wonderful, and the function is supurb... it keeps her breasts largely immobile even during the most vigorous exercise, and keeps her looking fabulous while she's doing it!",5,Great for larger breasts,1363219200,"03 14, 2013"
A232CRP5R2QJPA,B000074RL3,"R. Rush ""e-shopper""","[1, 2]","I bought this bra not with sports in mind.  This is not a 'pretty, feminine' bra. As a large busted woman, I was tired of being disappointed with ill fitting bras. I needed the back/posture support and ample coverage.  This bra provides both--however the drawbacks are: 1)the straps are not long enough for me and 2) It gives you that 'minimizer bra' look. Nice wide straps and it provides cleavage coverage.  You may want to wear a tank or camisole with lower/open neck tops.",4,good but not great,1299456000,"03 7, 2011"
A1RJUXDK64O91A,B000074RL3,"Sandy P ""saprater""","[1, 1]","I've always had a pretty full bust. I remember walking at the track with a friend and trying to jog a bit during the straight stretches...only to have her comment that I really needed to wear a sportsbra to minimize all the bounce. She was shocked when I told her that I actually had two on. Since a pretty dramatic weight gain, the bounce has gotten worse. When I found out my job was sponsoring free zumba classes, I couldn't wait to enroll but felt self-conscious...plus jumping around without good support is very uncomfortable. So when I saw the Enell bra featured on a plus sized fashion blog (with rave reviews), I went ahead and splurged. I have to say that I'm very pleased. The bra compresses but it also provides a lot of lift from below. I feel supported AND lifted instead of just getting squash-chest like the other bras out there. And for the first time since I hit puberty I was able to go for a light jog without feeling like I was pulling a pectoral muscle. Also, because of the unique satin-like material (versus the traditional all-cotton sportsbras), my shirts don't ride up or get stuck on my chest like velcro.Still, I couldn't quite give it a perfect 5-star rating. For one thing, I'm still getting a little bit of a uni-boob. The band fits perfect but the cup size seems a tad small, but I don't want to go up a size and risk not getting a good fit around...speaking of which, it is a bit of an non-traditional fit. The shoulder straps are pretty short and sort of has the bra hiked up in the back...really high. Also, the price makes this a luxury item. I don't know if I will ever own more than one at a time, especially if my weight loss is successful and I go down a size or so. I just hope this bra holds up well with frequent washing.",4,Jogged for the first time ever,1346025600,"08 27, 2012"
A2LM5R4Q87JG69,B000074RL3,Sassus,"[0, 0]","If you are blessed/cursed with large breasts you need this bra. I have never had another bra that actually holds you in place comfortably while you exercise without choking you. It is a bit pricey but definitely worth it. I would recommend this to any woman who never thought they would be able to do a jumping jack without hurting themselves or others! Terrific fit, great bra.",5,No better bra for exercising,1368144000,"05 10, 2013"
A2R2612UU2SH8Q,B000074RL3,sd,"[0, 0]","I heard great things about this bra. I am a size 36 E (DDDD) and got the size 3. This should fit based on the measurements provided in the sizing guide. It is hard to get on, so I know I couldn't get a bigger size, but my boobs bounce around like crazy and hurt. I expected to have a lot more support",2,Very dissapointed,1372204800,"06 26, 2013"
A2V7I7XEF0F7A8,B000074RL3,"S. Hernandez ""s.h.""","[2, 5]","I love running, and I hate when flat or small chested woman tell me to get a breast reduction surgery. I wish I could slap them in the face.  its not my fault I have big boobs or that guys prefer my boobs over theirs. I love this bra, it is the best; most supportive bra I have ever had. I can finally run without pain or discomfort.",5,aweeeeeeeeeeeeeeeesome,1215820800,"07 12, 2008"
A149WNNLXRM7Q1,B000074RL3,Shoezy,"[0, 0]",This bra is so secure and hides some stuff too in the back. The bands on the shoulders are wide and don't hurt.  I love this bra so much that I purchased more of them and wear them as a regular bra. The only thing is sometimes I have to come out of them because of blouses with low cleavage or open shoulders.,5,I LOVE THIS BRA!,1371081600,"06 13, 2013"
A2347UOEZGE2NJ,B000074RL3,Sleepy head,"[0, 0]",i can't wait to try  it on. it is so hard to find comfortable bra's that fit big busted women. i like the fact the hooks are in the front. order came fast!,5,Enell sports bra,1357776000,"01 10, 2013"
A3DGMXQVIT6R31,B000074RL3,Tendaena,"[0, 0]",As a bigger lady its hard to find sports bras that fit and work.  This one is great.  I would suggest looking on enell's website to get your size.,5,Keeps everything in place.,1391904000,"02 9, 2014"
A3QS1IUHS8NATK,B000074RL3,Tina F,"[0, 0]","keeps the ta tas in place!  go to there website for sizing info.  although front clasps are a bit tricky, i feel like i am in some kind of super hero bra suit armor type thing and feel excellent support at the gym.",4,really great sports bra!,1365897600,"04 14, 2013"
A25T5X5ZV6OVWF,B000074RL3,V. L.,"[3, 3]","I just received this bra and I rate it 4 stars just because it is tight, as mentioned in the other reviews. Otherwise, it looks good, and it seems to perform well. I like the fact that it closes in the front. I will keep it and I hope it will loosen up in time.",4,Great quality!,1156291200,"08 23, 2006"
A305GU9HMVXL24,B000078CYM,Anna B,"[1, 1]","I have used a version of this bag for many years and keep coming back to it.  I tried a Baggallini bag recently and decided I didn't like it so well because it actually had too many compartments for me and I'd forget where I put things.  With the Ameribag, I find things more easily.  I also need to carry a water bottle with me and this bag has just the right amount of space for it, whereas I didn't have that with my Baggallini.  I have lengthened the strap to use it cross-body style, which is more comfortable for me to carry.  The extra-small version is just right for me, a short person.  The larger ones are a little too big.  With this size, I can fit a baglet inside, which can be handy at times.  I like that this nylon bag is washable.  It cleans up easily!",5,Classic Bag Still Works for Me,1361836800,"02 26, 2013"
A2Y3C8OF23ZUE8,B000078CYM,CP,"[1, 1]","First one arrived with the little plastic hook that connects the bottom strap broken.  Not sure I like this way of connecting strap seems cheap where metal may be better way, as women even this size is smaller than previous ones owned by LL Bean.  Wanted to have smaller bag hoping to lighten my load, so to speak as my shoulder is paying the price now older. Nice pockets with magnets on outside and set up the same with many pockets. I will use the second one sent to replace first but, will most likely go back to LL Beans.  The only thing on that one after years of use the zipper stopped working.",3,Okay,1387152000,"12 16, 2013"
A3KX6K3WU0I02C,B000078CYM,Daily,"[2, 2]",Great bag and I love the nylon material.  The color in person is richer in red than in the picture.,5,Great bag,1391472000,"02 4, 2014"
A27XVIR408TNH0,B000078CYM,"JBD ""consumer""","[1, 1]",This bag holds a lot of stuff in easy-to-access pockets.  The wide shoulder strap is very comfortable and has a no-slip backing that keeps it in place.  The overall design of the bag does seem to cause less stress on my shoulder and back.  I will buy another one in a different color.,5,Great Bag!,1278374400,"07 6, 2010"
A3JLWUDJB5QM5L,B000078CYM,L. Diaz,"[1, 3]",I don't like Ameribags because they are too hard to store things in and find things in. I do not like their bag.,2,Not a fan,1361923200,"02 27, 2013"
A3C51QSKN6EP5R,B000078CYM,Requirements are IT,"[1, 1]","Ordered this, my umpteenth Healthy Back Bag, as a tiny accessory to hold my stuff when we go out to dinner. It's the perfect size, unobtrusive, tastefully black, works with anything I wear. Neither too little, and definitely not big. Holds my Blackberry, a notepad, pen, my sunglasses/change of glasses, and a sundry thing or 2.Love it.",5,Nice handy purse,1258070400,"11 13, 2009"
A1WV33AMQ1ZDM2,B000078CYM,RRatledge,"[0, 0]","I got the desert color - a fantastic, go-with-everything khaki color. This is a very casual bag, so if you dress up every day, it might not be for you. I love that it has a place for everything and I'm hoping to pick up a larger sized Ameribag for traveling. Now they just need to make a Back Bag for lap tops!added 1/11/2012: I just came back to buy my 3rd Ameribag, the brown one this time - it's a beautiful, rich, cognac color. Love it!  Also a note on Ameribag's customer service and warranty - a strap that holds a d-ring on the inside of one of my other bags ripped.  I gave them a call and they're having me return the bag for fixing or a replacement.  Very easy to deal with and very nice people.",5,My new favorite,1315958400,"09 14, 2011"
A2DMQ5BYVYAFGV,B000078CYM,Smart Shopper,"[0, 0]","This is a review of the Crimson color distressed nylon bag, extra small.I have major back problems and chronic pain, and went on a search for a lighter everyday bag. This is perfect. I work in a casual office and can carry this everywhere without worry that it won't be suitable. I have a smaller clutch that I use for occasions that call for more formal attire.While not one of those women who carries around everything but the kitchen sink, I am still amazed at how much I can fit into this bag. Everything that was in my regular purse fits in here, with room to spare. What's more, this bag is noticeably lighter than my purse, which is precisely what I needI agree with other reviewers that the inner water bottle holder is small. However, it does a great job of holding my sunglasses, which is more useful to me for daily use.The only negative is the small, narrow size of the two outer pockets. I love the magnetic closures, but the so-called cell phone pocket is too small for my iPhone with Otterbox case. Instead, I use it for my little pill container. I haven't put anything in the smaller side pocket; seems to small for most things.Other reviewers have rightly pointed out that this is NOT the classic bag, no matter what the advertisement says. It's the newer HBB-evo bag. That doesn't bother me, but it may bother someone else, so I think it's worth mentioning. If you look closely at the picture of the crimson bag, it shows only one flap pocket on the side. There are actually two.I guess I'm so impressed with the overall weight and function of this bag that the outer flap pocket design is really not a big deal. For an organized person like me who strongly believes there should be a place for everything and that everything should be in its place, this is almost perfect.",5,Great alternative to everyday purse,1404259200,"07 2, 2014"
A2NUBL2UYWPBWR,B00007AS82,C,"[1, 1]","This bag is perfect for the new 10"" netbooks. I have an Asus 1000he and have been having trouble finding a lightweight and attractive bag for it. The larger battery (9.5 hrs) makes it just a touch too big for most 10"" bags and sleeves out there.I can fit my netbook in its neoprene sleeve in the main section, portable DVD drive, portable HD, power brick and cords for them all. The outside pocket holds my wallet, Ipod, Iphone, pens and a small pad of paper. My plane ticket goes in the back zippered pocket. There are NO MAGNETS anywhere on this bag.The best part is when I want to travel light, I can take out the rest of the netbook accessories and the bag slims right down. Or I can use this as a lightweight crossbody bag that just happens to have my netbook in it. There is plenty of room for that and purse things.The vertical profile makes it easy to get the netbook in and out and redistributes the weight more ergonomically. Fully loaded, it feels much lighter than a similar horizontal bag. I love that this bag is lightweight to begin with, unlike specialized laptop bags that weigh more than the laptop itself empty!It is not meant to be a laptop bag, but the extra space in the bag enables you to add more padding and protection if you want to and still end up lighter when fully packed than an empty off-the-shelf Staples netbook bag. You'd be a lot more stylish too.The black, navy and slate colors are guy friendly and look like a cool and compact crossbody bag. The shoulder strap extends to comfortably fit a medium-build guy. The main compartment measures 2""depth & the front compartment is an extra 3/4"".",5,"Perfect 10"" Netbook bag and messenger bag.",1246320000,"06 30, 2009"
A35D6AD5O2RENL,B00007AS82,C. Mckittrick,"[0, 0]",Bag is more of a Christmas Red to me - which I LOVE. Many compartments as I like and this holds twice as much as other brand bags while weighing less. Fits my iPad without a problem (in slim case). The design makes this bag not too bulky for me.,5,Flipping over this bag,1347926400,"09 18, 2012"
AR964PME0LTNX,B00007AS82,Half Pint,"[0, 0]","I purchased this due to the good reviews it has on Amazon. I plan to use it for long day trips, weekend trips, and vacations. It has plenty of room, separate sections, and extras that will work out great for holding all kinds of stuff! I can't wait to use it! I have smaller bags like this where the strap goes across the body, and I prefer that when traveling or walking around all day long, but I definitely needed a bigger one (but not too big - haha). I feel safer knowing it can't be stolen from me and it is also more comfortable to wear. It is made well and I like that the material will repel water. Great bag!",5,Will Make An Awesome Travel Bag/Purse!,1312761600,"08 8, 2011"
A3LOGP4VA9DX46,B00007AS82,Prism,"[0, 0]","I own multiples in this style Kipling.  While I think it is plain for me for everyday, it makes a fabulous travel or day trip bag, especially if you have children.  The bag is lightweight with tons of organization.  The strap is comfortable and doesn't rub and burn your skin.  it's a durable but soft, unlike some other nylon strap bags I own (and need to get rid of because they don't compare!)",5,My Disneyland/travel bag,1279065600,"07 14, 2010"
ADI7SK476N7ZN,B00007AS82,Rosemary,"[0, 0]","I've totally embraced the cross body bag style and I was looking for a brown bag for Fall after enjoying my Keen Brooklyn II Hemp bag all summer and loving all the organization that that one offered. This is almost identical in style so it was easy to transition all of my items into this secure bag and still have them relatively in the same spots. As a bonus - this bag is lighter! It even appears to be water resistant, although I don't plan to test that theory. It holds my wallet, make up bag, small umbrella, two pairs of glasses, ear buds, cell phone, Kindle, and various little items in the interior small zip sections like keys, gum, kleenex, etc.  I even squeezed a lunch bag on top and was still able to zip it shut thanks to the adjustable flap snap.  This will be a great bag for travel as well but for day to day commuting into the city with slots for everything and everything secured with zippers, it's great. And although it lists for $78 on numerous websites, I found it on Amazon for $55. Sweet! Thanks, Amazon! Oh and the monkey is cute too.",5,Great commuter/travel bag,1315353600,"09 7, 2011"
AZ1119BK1WNOP,B00007FFL9,Arline K. Beck,"[0, 0]",the ring is pretty but just a little to flashy for me the band is not made for small hands,3,the gold overlay is just a little to bright,1361491200,"02 22, 2013"
A1XXU52FDALZCU,B00007FFL9,Chenoa,"[1, 1]","I ordered this ring because I needed something gold on my right hand to go with another ring. It's very pretty, just a bit too yellow. I still like it and will wear it when I need to balance out the gold.",4,Pretty!,1390435200,"01 23, 2014"
A2RY3885MJCZ20,B00007FFL9,Eleni Contos,"[0, 0]","i really like this ring, great for everyday or dressing up. it is a little thick but the gold looks very real in person. i already got one compliment on it.",4,very nice,1388966400,"01 6, 2014"
A22HX99ZGA9NF7,B00007FFL9,Jessica W,"[0, 0]","Fits, is wearing well...looks good. Only things I would say is the gold is a little too bright/shiny for me.",4,Very nice,1365984000,"04 15, 2013"
A1VQL3LLOS1ZVX,B00007FFL9,Katherine Passino,"[0, 0]","Very pretty. Looks like the real thing. No one has ever asked if its real, they just assume it is and that it's worth a lot!",5,Fits perfect,1387929600,"12 25, 2013"
A3NH86QUG6PFSZ,B00007FFL9,Libby Lou,"[1, 1]","I wish I read the actual reviews when I put it on my wish list. Come to find out, you need to ORDER IT IN A LARGE SIZE!Once I purchased a larger size, it is beautiful! Excellent quality and matches well with my wedding rings.",5,Smaller than the actual size it says!,1388620800,"01 2, 2014"
A16TDHT7MD010,B00007GD8X,"Amazon Customer ""WoolTales""","[1, 2]",Buxton doesn't seem to have the quality that it used to.  I do like the organizational aspect of it and the room for a cell phone.  The edging where the credit cards slide in is unfinished and I don't think it will wear well.,3,It's okay.,1310083200,"07 8, 2011"
A343596NWTO84W,B00007GD8X,Anna,"[0, 0]","This is a very useful bag and is as described. The only caveat is the leather - it's rather stiff and not very good quality. That said, it's a bargain for the price.",4,Practical,1375574400,"08 4, 2013"
A37T9JX54FSUGX,B00007GD8X,C. Barker,"[0, 0]",I LOVE this bag/bilfold!  It fits in my compact little purse...but doubles as a purse in itself.  What could be more perfect?,5,Perfect!,1359244800,"01 27, 2013"
AMZTJYL4KTXI4,B00007GD8X,Deborah C.,"[0, 0]","I was looking for a bag that was small enough that I wouldn't have to carry on my shoulder or would be too heavy (I have a medical condition).  This bag had enough space for all my important credit cards, and a handy one for my driver's license and a mirror next to it.  It has a change compartment in the back, also a compartment for bills and another zippered compartment on the inside.  On top of that, there is space to fit my cell phone, lipstick, nail file, and it could accommodate a couple more items (small though).  It has a small hand strap that pulls out from inside the bag and a long strap if you wanted to use it as a shoulder bag which can easily be taken off.  The leather is quite soft and the bag itself looks quite classy.  The only complaint I would have is that the snap that closes the bag can be hard to close, but it is very secure.  i would highly recommend this to anyone who needs a small bag that accommodates all your important stuff.",5,Perfect little bag,1392595200,"02 17, 2014"
ATATQV57APV3Q,B00007GD8X,"D Leal ""Dorys""","[0, 0]","I really like the nude color of this clutch as I can use it with different outfits and colors.The size is perfect for my cell, lipstick, cards and ID. Lots of space in a small bag.",5,Love it!,1375228800,"07 31, 2013"
A1BUXI30VSG51W,B00007GD8X,Happy,"[0, 0]",I bought this purse as a backup because I like the pockets and various compartments and don't like to carry a large purse around with me.  I also like that it has a strap that I can put around me and there I go out shopping without worrying about where my purse is,5,Back up purse,1399852800,"05 12, 2014"
A2ZXDE5XN4HW5O,B00007GD8X,HC Messenger,"[12, 12]","This is the fifth Buxton of this style I've owned. They are a grab and go item when running errands/shopping. Because I tote my own canvas and insulated shopping bags to the farmers' market and grocery stores, I no longer carry a hand bag/purse. The Buxton clutch is tossed into the shopping bag.As to layout, credit card slots are in perfect location, easy to see and access. I use the checkbook holder for folding money (the little that I carry). There's a zipper compartment for plenty of coin, spare key fob is attached inside, mirror is attached on flap, and there's room for cell phone, lipstick, kleenex, what have you.I have tried other higher end wallets which look good but can't touch the organizational ability of this clutch. I use it  without the easily removable strap.I would be hard pressed to find the quality and convenience at this price anywhere else. I've owned black, beige, brown, navy, and red, and they are all equally attractive (don't look cheesy).",5,Outstanding organizer clutch,1374883200,"07 27, 2013"
A3LWC700FV154G,B00007GD8X,"OreGal ""OreGal""","[0, 0]","Great size, can wear under your coat without bulge.  Design deserves five star.  Made from cheap plastic/vinyl material.  Improvement on man made material could be done.",3,Great design but -,1399334400,"05 6, 2014"
A2OESG9I5HDFVQ,B00007GD9I,Barnes,"[0, 0]","I had just about given up all hope of finding a replacement for the wallet I have had for more than 15 years.  This one is almost identical to my old one; only the color is different.  It is sleek, functional, well built and even arrived earlier than anticipated.",5,Hard to Find,1361577600,"02 23, 2013"
AG7810PTADCTL,B00007GD9I,"Cindy Cat NC ""catloverNC""","[0, 0]","My wallet appears  to be a taupe color. The colors I would  have preferred were out of stock. Having said that, there is nothing wrong with the color I got. It isn't fully leather so don't yet know how long it will last. It comes with a check book cover which can be removed. Haven't any cash, so can't tell how happy it would be in the compartments, but my credit card and insurance etc cards seem perfectly happy :). I especially like that the ID view pocket has a hole in the center which makes it much easier to get you DL out when needed.",4,"Buxton Heiress Organizer- I bought the color ""tobacco""",1389484800,"01 12, 2014"
A1J96SUX3VFV5R,B00007GD9I,Colleen Larsen,"[0, 0]","I have had my wallet,card/ck book holder/attached coin purse for about 7 years. It is perfect for me. When my Mom saw it she loved it so of course I bought her one as a gift and she loved it. Then about 3 yrs ago her wallet was lost/stolen and she bought herself a different wallet that she didn't really like. Anyway, we all Prayed her wallet would be returned and 8 months later somebody put in in her mailbox!!!! Of course the $ was gone but her personal things were in tack.. Today she said she was looking for a new wallet because hers was a little shabby looking (mine is fine because I do 90% of my shopping ""on-line"" with Amazon. (no wear and tear shopping on line) My Mom said she looked in a few stores and wanted a wallet w/ the change purse attached and hasn't found one yet. Well of course I went on Amazon typed in buxton wallets and in 30 seconds I found our wallet. I called my Mom and just asked what color she wanted.. She said black would be just fine again.. I have just started my Christmas shopping!! Since my Mom doesn't ask for anything it's hard to buy something I know she would like AND use. So, thank you for still having this wallet on the market. I am going to fill up the credit card slots w/ store gift cards for Her. So a $21.00 plus gift turns into a $220.00 when it's opened. I also ordered the key chain/store scan card holder for her. (Mom doesn't keep her scan cards on her key chain so I think she might like it--I ordered it in red so its easy to find) I may just order myself another wallet just to save in case its discontinued... Great organizer/wallet...",5,Perfect wallet !!!!!!!!!!!,1379808000,"09 22, 2013"
A2XP27LLA2Q3PN,B00007GD9I,D,"[0, 0]","Great item!!! Would recommend to anyone who wants a great wallet, perfect size and color for the money. Would purchase again",5,Great wallet!,1385856000,"12 1, 2013"
A1027WM3PXKVMR,B00007GD9I,ej,"[0, 0]","The Buxton Clutch carries the needed items a person must have when entering the world outside the home!  Yep, it carries them all and is easy to carry itself.  For me, there is plenty of room for credit cards, ATM cards, a special place for your driver's license, etc., plus paper money and even a coin purse.What more could you ask for?",5,This does it all!,1381708800,"10 14, 2013"
A3TWJFQHLBBNEC,B00007GD9I,"Karen Burgess ""Keacmis""","[1, 4]","I needed a new one and say this and bought on a wim, But love it, I will buy a new just loke it when it&if ever falls apart!",5,The Wallet I bought,1221523200,"09 16, 2008"
A2R91PG1XPNO0B,B00007GD9I,"Kotton Kandee ""not so secretshopper""","[0, 0]","Good quality, handy and functional, no bells and whistles just a leather product that works.  I like the coin compartment being on the outside and available without having to open up the whole thing.  I don't like the zipper coin compartments because they don't open wide enough so this is just right.  And the style and color is nice/classy.  It also has a check book holder inside and about 5 credit card slots.  The place designated for your driver's license has a cut-out in the center of the plastic to help get hold of it to take it out when needed which is handy.  It also has a zipper compartment inside to store stuff you want to keep but don't use as much.  Very nice.",5,Nice,1402876800,"06 16, 2014"
A3N9TOPHBENB9I,B00007GD9I,S. Harrison,"[0, 0]","I had to replace my Buxton organizer clutch that I have had for years and years and years. Poor thing was definitely looking dog-eared. I was delighted when I received the new one, and found it was exactly like my old one. No cheapening of the product at all.This is not the fanciest purse organizer that you can buy, nor the most expensive.  But if you want something that just gets the job done, than this is it.  I expect that this will last for years also.Definitely recommended.",5,Still the same great quality that Buxton has had for years,1385078400,"11 22, 2013"
AE92RHEGJJ491,B00007GD9I,Suzanne Watkins,"[0, 0]","This wallet has already been part of my handbag assembly for a week or so and I coudln't be happier with it-nice construction, design color, texture, and functions great. I'm very satisfied.",5,clutch/ wallet,1394236800,"03 8, 2014"
A2ZM965T2K5AT1,B00007GD9W,"A.C.S. ""Anca""","[0, 0]","I've only used the Buxton Convertible Billfold  (my last one for over 7 years) as a wallet!  I love the leather and color choices that are available.  You get a great coin pocket with snap closure, insert for your license with removable plastic card pockets with another snap closure, plus your bill compartment. It's a great wallet for a wonderful price!!",5,Love this wallet!,1364515200,"03 29, 2013"
AK0RMHVFULAT7,B00007GD9W,felinealphafemale,"[0, 0]","However for me it just doesn't hold enough to be really a piece I'd be able to carry long term. Now we all need so many club cards for stores you to those plus a credit card and drivers license you can barely squish your Health and Car insurance cards it it. Unless you don't have much to carry, I'd say skip it. Buxton, consider making this a little bigger to carry more and its a serious winner. Now if the banks would still make this style of checkbook It would be very convenient.",4,I liked the basic style,1403222400,"06 20, 2014"
A2D4LJV4PL4T91,B00007GD9W,Primrose Pal,"[0, 0]","My favorite style, by my favorite company!  Buxton really makes nice items that stand the test of time.  I was so happy to see all the colors and styles available. I would not hesitate to purchase item again.",5,The best billfold ever!,1365897600,"04 14, 2013"
A2J4XMWKR8PPD0,B00007GD9W,Someone54,"[0, 0]","I think this is a very fashionable wallet. It really does wonders when you want to keep your money in something stylish. I haven't been this impressed with a wallet since theAlicia Klein Wallet ""Park Avenue"". This really is a fantastic wallet to have. I highly recommend getting it.",5,A Wonderful Wallet,1366070400,"04 16, 2013"
A7H12E47D02Y4,B00007GD9W,Teresa M.,"[0, 0]",It's not what I expected and it is to small. I will be giving them as gifts instead. Thank you!,2,Buxton Heiress Billfold,1388880000,"01 5, 2014"
A1LNES65GKVL0C,B00007GDAL,"Amy C. ""Amy""","[0, 0]","This is a very nice wallet.  I purchased this one to replace the exact same wallet.  My old wallet was identical to this but was about 15 years old.  (They do wear out after 15 years of constant use.)  Buxton always makes beautiful quality leather goods.  I like that the change purse closes with a metal clasp and not a zipper.  I especially like that there is a divided change purse --- I use one side for pennies and the other side for all other coins.  Also,  I like that there are two paper money slots ---- I use one side for bills and the other  side for checks.  (yes I am very organized.)  I like this wallet very much.",5,Beautiful wallet with many excellent features,1384128000,"11 11, 2013"
AW13FFDXLY95G,B00007GDAL,Ashley,"[0, 0]","I absolutely love this wallet.  I've had it for about 2-3 weeks and its durable and pretty.  It looks exactly like the picture, its got plenty of space.  The only thing I will mention is that in the cash parts, there is an opening, so you can't put loose pieces of paper or anything in there, because it might fall out.  Otherwise its great, there is enough space for a bunch of cards, cash and change.  The wallet can feel a little bulky when completely full but its great.",4,Beautiful wallet,1375660800,"08 5, 2013"
A3VSVZORFCHAEL,B00007GDAL,Ashley's Mom.,"[1, 1]","I really like this wallet.  It has plenty of room for bank cards and I do not have to fold up the bills when I put them in the wallet.  The only thing that I was originally looking for and this did not have it, was to have my ID in a window outside the wallet so I would not have to open it up in order to show my ID.  Aside from that, it was just what I was looking for.",4,"For me,  it was almost perfect.",1386028800,"12 3, 2013"
A1XYY2M3NSY2U8,B00007GDAL,"BarbM from Columbus ""Very Pleased Customer""","[0, 0]","First of all I want to say that it is a lovely, well-made wallet. The problem I have is while it has many slots, it doesn't close well when the slots are all or even mostly filled. The change purse clasp pops open and so does the snap closure. I am surprised that no else has reported these issues.",2,Does not live up to expectations,1401148800,"05 27, 2014"
A30ZNYT3UVTG2Q,B00007GDAL,Carol Kennedy,"[0, 0]",Have used this very same ladies wallet two times. It holds everything you need and hold up really well. Will definitely buy this brand and style again.,5,Love it,1380931200,"10 5, 2013"
A2B6A3F4AK2LWU,B00007GDAL,"cfleming121 ""zelda1947""","[0, 0]","I've been searching unsuccessfully for a few years for a French purse style wallet, as I do not like the long wallets.  This is absolutely PERFECT.  Holds everything and is beautiful to look at.  Buxton has always been an excellent brand, and they continue to produce beautiful and functional accessories.  I am very happy with my purchase.",5,Beautiful and functional,1386806400,"12 12, 2013"
A39WEOF5XFE972,B00007GDAL,"Diamondhouse ""Diamondhouse""","[0, 0]",you can fill fill fill it and it still has room to close and  snap. it is well made  and doesn't smell of leather. It says real leather on cards inside it too!I really like it! perfect size too :)AB,5,fantastic,1391990400,"02 10, 2014"
A1I98GJAHJHSAM,B00007GDAL,Diane,"[0, 0]","I like the looks of this wallet and especially the color, and all the spaces for cards and your license.  The only thing I had a problem with was the slots for your cards were hard to use. I had alot trouble pulling my cards out, I do like the wallet so I'm going to keep it and hope they will stretch out a little in time.",4,Nice Wallet,1363737600,"03 20, 2013"
A1K9IAM1KZJ7XV,B00007GDAL,Eggnog,"[0, 0]","The wallet has served me well for the short time I have owned it, however, the stitching holding the picture ID window in place has become loose,  is unraveling and is about 30% detached.  It appears the window will become unattached shortly. This unraveling is no doubt a result of having to produce ID several times a week while shopping.  A simple fix would be reinforced stitching in that most used area of the wallet where wear-and-tear are greatest.",3,"It Is O.K., But...",1393545600,"02 28, 2014"
A1027WM3PXKVMR,B00007GDAL,ej,"[0, 0]","When I was a young lady (am now 90), Buxton was a very good name.  It hasn't changed today, in my estimation, and I am quite pleased with the wallet I purchased.",5,Ah - Buxton!,1376179200,"08 11, 2013"
AJQGYMDHOCHQY,B00007GDAL,E. Webber,"[2, 2]","this wallet is absolutely perfect!  it holds everything I need, and keeps it all organized.  As for size, I would call it a medium sized wallet, it wouldn't be good for a small purse.",5,perfect,1358208000,"01 15, 2013"
A3LMX8FJSMVCO5,B00007GDAL,Gail Thomas,"[0, 0]","This is the 2nd time I have purchased this wallet.  I love it!!  It has two places for folding money and a divided coin purse.  It also has many slots for credit cards and other cards you need to keep up with.  It also has a place for your driver's license.  Buxton makes a good, quality product at a very reasonable price.",5,A great wallet!!,1376524800,"08 15, 2013"
